CID;TABCD;LCD;NEG_OFF_LCD;POS_OFF_LCD
495;5;613;;614
495;5;614;613;615
495;5;615;614;
495;5;900;;901
495;5;901;900;902
495;5;902;901;
495;5;904;;905
495;5;905;904;
495;5;657;;658
495;5;658;657;659
495;5;659;658;660
495;5;660;659;661
495;5;661;660;662
495;5;662;661;663
495;5;663;662;664
495;5;664;663;
495;5;651;;652
495;5;652;651;653
495;5;653;652;654
495;5;654;653;655
495;5;655;654;
495;5;793;;794
495;5;794;793;795
495;5;795;794;
495;5;946;;947
495;5;947;946;
495;5;1118;;1119
495;5;1119;1118;
495;5;687;;688
495;5;688;687;689
495;5;689;688;690
495;5;690;689;
495;5;1039;;1040
495;5;1040;1039;1041
495;5;1041;1040;1042
495;5;1042;1041;
495;5;980;;981
495;5;981;980;
495;5;976;;977
495;5;977;976;978
495;5;978;977;
495;5;1024;;1025
495;5;1025;1024;1026
495;5;1026;1025;1027
495;5;1027;1026;
495;5;1020;;1021
495;5;1021;1020;1022
495;5;1022;1021;
495;5;1134;;1135
495;5;1135;1134;1136
495;5;1136;1135;1137
495;5;1137;1136;1138
495;5;1138;1137;
495;5;18053;;18054
495;5;18054;18053;18055
495;5;18055;18054;18056
495;5;18056;18055;18057
495;5;18057;18056;18058
495;5;18058;18057;18059
495;5;18059;18058;18060
495;5;18060;18059;18061
495;5;18061;18060;
495;5;18063;;18064
495;5;18064;18063;18065
495;5;18065;18064;18066
495;5;18066;18065;
495;5;12052;;12053
495;5;12053;12052;12054
495;5;12054;12053;12055
495;5;12055;12054;12056
495;5;12056;12055;12057
495;5;12057;12056;12058
495;5;12058;12057;12059
495;5;12059;12058;12060
495;5;12060;12059;12061
495;5;12061;12060;12062
495;5;12062;12061;12063
495;5;12063;12062;
495;5;24052;;24053
495;5;24053;24052;24054
495;5;24054;24053;
495;5;53;;54
495;5;54;53;55
495;5;55;54;56
495;5;56;55;57
495;5;57;56;58
495;5;58;57;
495;5;68;;69
495;5;69;68;
495;5;30052;;30053
495;5;30053;30052;30059
495;5;30059;30053;30054
495;5;30054;30059;
495;5;6052;;6053
495;5;6053;6052;6054
495;5;6054;6053;6055
495;5;6055;6054;6056
495;5;6056;6055;6057
495;5;6057;6056;6058
495;5;6058;6057;
495;5;1110;;1111
495;5;1111;1110;1112
495;5;1112;1111;
495;5;854;;855
495;5;855;854;
495;5;807;;1018
495;5;1018;807;808
495;5;808;1018;809
495;5;809;808;810
495;5;810;809;
495;5;916;;917
495;5;917;916;918
495;5;918;917;
495;5;1058;;1059
495;5;1059;1058;
495;5;1054;;1055
495;5;1055;1054;1056
495;5;1056;1055;
495;5;1144;;1145
495;5;1145;1144;706
495;5;706;1145;707
495;5;707;706;708
495;5;708;707;709
495;5;709;708;
495;5;1087;;1088
495;5;1088;1087;1089
495;5;1089;1088;
495;5;1044;;1045
495;5;1045;1044;
495;5;762;;763
495;5;763;762;764
495;5;764;763;765
495;5;765;764;766
495;5;766;765;767
495;5;767;766;
495;5;756;;757
495;5;757;756;758
495;5;758;757;759
495;5;759;758;760
495;5;760;759;
495;5;1164;;1165
495;5;1165;1164;
495;5;717;;718
495;5;718;717;719
495;5;719;718;720
495;5;720;719;721
495;5;721;720;
495;5;1147;;1148
495;5;1148;1147;714
495;5;714;1148;715
495;5;715;714;
495;5;1154;;1155
495;5;1155;1154;
495;5;1129;;993
495;5;993;1129;994
495;5;994;993;995
495;5;995;994;998
495;5;998;995;999
495;5;999;998;1000
495;5;1000;999;1001
495;5;1001;1000;
495;5;987;;988
495;5;988;987;991
495;5;991;988;992
495;5;992;991;
495;5;818;;819
495;5;819;818;820
495;5;820;819;
495;5;1094;;1095
495;5;1095;1094;
495;5;870;;871
495;5;871;870;
495;5;739;;740
495;5;740;739;741
495;5;741;740;742
495;5;742;741;743
495;5;743;742;744
495;5;744;743;
495;5;1050;;1051
495;5;1051;1050;1052
495;5;1052;1051;
495;5;30056;;30057
495;5;30057;30056;30058
495;5;30058;30057;
495;5;557;;558
495;5;558;557;
495;5;553;;554
495;5;554;553;555
495;5;555;554;
495;5;873;;874
495;5;874;873;
495;5;1061;;1062
495;5;1062;1061;
495;5;968;;969
495;5;969;968;970
495;5;970;969;971
495;5;971;970;972
495;5;972;971;973
495;5;973;972;974
495;5;974;973;
495;5;1185;;1186
495;5;1186;1185;
495;5;1194;;1195
495;5;1195;1194;
495;5;1188;;1189
495;5;1189;1188;
495;5;1106;;1107
495;5;1107;1106;1108
495;5;1108;1107;
495;5;804;;805
495;5;805;804;
495;5;797;;798
495;5;798;797;799
495;5;799;798;800
495;5;800;799;801
495;5;801;800;802
495;5;802;801;
495;5;845;;846
495;5;846;845;847
495;5;847;846;848
495;5;848;847;
495;5;850;;851
495;5;851;850;852
495;5;852;851;
495;5;1114;;1115
495;5;1115;1114;1116
495;5;1116;1115;
495;5;122;;123
495;5;123;122;124
495;5;124;123;
495;5;125;;117
495;5;117;125;118
495;5;118;117;119
495;5;119;118;
495;5;1033;;1034
495;5;1034;1033;1035
495;5;1035;1034;1036
495;5;1036;1035;1037
495;5;1037;1036;
495;5;1029;;1030
495;5;1030;1029;1031
495;5;1031;1030;
495;5;857;;858
495;5;858;857;859
495;5;859;858;
495;5;1077;;1080
495;5;1080;1077;1081
495;5;1081;1080;1082
495;5;1082;1081;1083
495;5;1083;1082;1084
495;5;1084;1083;1085
495;5;1085;1084;
495;5;1071;;1072
495;5;1072;1071;1073
495;5;1073;1072;1074
495;5;1074;1073;1075
495;5;1075;1074;
495;5;620;;621
495;5;621;620;
495;5;617;;618
495;5;618;617;
495;5;983;;984
495;5;984;983;985
495;5;985;984;
495;5;842;;843
495;5;843;842;
495;5;746;;747
495;5;747;746;748
495;5;748;747;
495;5;731;;732
495;5;732;731;
495;5;1124;;1125
495;5;1125;1124;
495;5;1127;;549
495;5;549;1127;
495;5;837;;838
495;5;838;837;839
495;5;839;838;840
495;5;840;839;
495;5;827;;828
495;5;828;827;829
495;5;829;828;830
495;5;830;829;
495;5;1091;;1092
495;5;1092;1091;
495;5;592;;593
495;5;593;592;594
495;5;594;593;
495;5;1097;;1098
495;5;1098;1097;
495;5;596;;597
495;5;597;596;598
495;5;598;597;599
495;5;599;598;600
495;5;600;599;601
495;5;601;600;602
495;5;602;601;
495;5;734;;735
495;5;735;734;736
495;5;736;735;737
495;5;737;736;
495;5;577;;578
495;5;578;577;579
495;5;579;578;580
495;5;580;579;
495;5;623;;624
495;5;624;623;
495;5;626;;627
495;5;627;626;1150
495;5;1150;627;
495;5;907;;908
495;5;908;907;
495;5;494;;495
495;5;495;494;
495;5;1003;;1004
495;5;1004;1003;1005
495;5;1005;1004;
495;5;648;;649
495;5;649;648;
495;5;559;;560
495;5;560;559;
495;5;926;;927
495;5;927;926;
495;5;1103;;1104
495;5;1104;1103;
495;5;1100;;1101
495;5;1101;1100;
495;5;607;;608
495;5;608;607;609
495;5;609;608;610
495;5;610;609;1157
495;5;1157;610;611
495;5;611;1157;
495;5;913;;914
495;5;914;913;
495;5;963;;964
495;5;964;963;965
495;5;965;964;966
495;5;966;965;
495;5;1011;;1012
495;5;1012;1011;
495;5;1152;;950
495;5;950;1152;951
495;5;951;950;952
495;5;952;951;953
495;5;953;952;
495;5;943;;944
495;5;944;943;949
495;5;949;944;
495;5;1178;;1179
495;5;1179;1178;
495;5;723;;724
495;5;724;723;725
495;5;725;724;726
495;5;726;725;727
495;5;727;726;728
495;5;728;727;729
495;5;729;728;
495;5;861;;862
495;5;862;861;863
495;5;863;862;
495;5;711;;712
495;5;712;711;
495;5;885;;886
495;5;886;885;1006
495;5;1006;886;887
495;5;887;1006;888
495;5;888;887;
495;5;1008;;1009
495;5;1009;1008;
495;5;1200;;1201
495;5;1201;1200;
495;5;1197;;1198
495;5;1198;1197;
495;5;1203;;1204
495;5;1204;1203;
495;5;1206;;1207
495;5;1207;1206;
495;5;822;;823
495;5;823;822;824
495;5;824;823;825
495;5;825;824;
495;5;1068;;1069
495;5;1069;1068;
495;5;1131;;867
495;5;867;1131;868
495;5;868;867;
495;5;876;;877
495;5;877;876;878
495;5;878;877;879
495;5;879;878;
495;5;881;;882
495;5;882;881;883
495;5;883;882;
495;5;865;;866
495;5;866;865;
